1.71428571428571	1.71428571428571	1	4.07142857142857
2.08333333333333	2.04166666666667	3	4.51388888888889
1.78571428571429	1.875	3	4.89285714285714
2.07142857142857	2.07142857142857	5	4.60714285714286
1.875	1.9375	4	4.546875
2.64285714285714	2.64285714285714	3	3.07142857142857
2.25	2.25	4	4.5
2.40625	2.40625	4	4.625
2.25	2.29166666666667	4	4.54861111111111
2.625	2.5625	2	2.75
1.8125	1.859375	4	3.828125
1.9375	1.90625	4	4.75
1.96428571428571	1.98214285714286	3	4.82142857142857
2.5625	2.5625	4	4.4375
2	2	1	4.08333333333333
2.10714285714286	2.05357142857143	4	4.55357142857143
2	1.96875	3	4.078125
2	2.02777777777778	3	4.66666666666667
2.03571428571429	1.98214285714286	4	4.46428571428571
2.75	2.6875	3	4.4375
2.325	2.34482142857143	4	4.03666666666667
